trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.6, 'e': 1.0}",20,0,-106.80134477654214,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
2,False,"{'a': 0.6, 'e': 0.9851119396030626}",20,0,-145.56731954157013,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
3,False,"{'a': 0.6, 'e': 0.9704455335485082}",25,0,-146.89276688688415,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
4,False,"{'a': 0.6, 'e': 0.9559974818331}",30,0,-125.1742150868213,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
5,False,"{'a': 0.6, 'e': 0.9417645335842487}",25,0,-146.48136006297688,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
6,False,"{'a': 0.6, 'e': 0.9277434863285529}",25,0,-149.06488102920602,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
7,False,"{'a': 0.6, 'e': 0.9139311852712282}",25,0,-132.0110877340856,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
8,False,"{'a': 0.6, 'e': 0.9003245225862656}",25,12,-20.04462361829017,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
9,False,"{'a': 0.6, 'e': 0.8869204367171575}",30,1,-83.7064519118788,"{0: 18, 1: 5, 2: 4, 3: 2, 4: 0}",1
10,False,"{'a': 0.6, 'e': 0.8737159116880344}",30,0,-148.81371010792165,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
11,False,"{'a': 0.6, 'e': 0.8607079764250578}",30,0,-282.893899021069,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 6}",0
12,False,"{'a': 0.6, 'e': 0.8478937040879159}",20,0,-7.892320689604194,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
13,False,"{'a': 0.6, 'e': 0.835270211411272}",30,0,-93.8349975302799,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
14,False,"{'a': 0.6, 'e': 0.8228346580560184}",20,0,-61.496073583220635,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
15,False,"{'a': 0.6, 'e': 0.8105842459701871}",20,0,-45.099181362355,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
16,False,"{'a': 0.6, 'e': 0.7985162187593771}",25,0,-177.82205013882106,"{0: 11, 1: 2, 2: 10, 3: 0, 4: 2}",0
17,False,"{'a': 0.6, 'e': 0.7866278610665535}",25,0,-92.29601534487539,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
18,False,"{'a': 0.6, 'e': 0.774916497961081}",30,0,-144.0347065454849,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
19,False,"{'a': 0.6, 'e': 0.7633794943368531}",25,2,-150.6718977358154,"{0: 9, 1: 3, 2: 9, 3: 1, 4: 1}",1
20,False,"{'a': 0.6, 'e': 0.7520142543193826}",30,0,-72.42269502573554,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
21,False,"{'a': 0.6, 'e': 0.7408182206817179}",20,4,-42.13353103801815,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
22,False,"{'a': 0.6, 'e': 0.7297888742690568}",25,0,-106.89793440689323,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
23,False,"{'a': 0.6, 'e': 0.7189237334319262}",20,0,-110.37198774764495,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
24,False,"{'a': 0.6, 'e': 0.7082203534678}",25,0,-90.10714626818795,"{0: 19, 1: 1, 2: 1, 3: 3, 4: 1}",0
25,False,"{'a': 0.6, 'e': 0.697676326071031}",25,0,-185.50417551091508,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 4}",0
26,False,"{'a': 0.6, 'e': 0.6872892787909722}",30,7,-119.7875195194211,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 1}",1
27,False,"{'a': 0.6, 'e': 0.6770568744981647}",20,0,-19.11661464022123,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
28,False,"{'a': 0.6, 'e': 0.6669768108584745}",25,8,-32.333018520604796,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
29,False,"{'a': 0.6, 'e': 0.6570468198150569}",25,0,-65.22246032142245,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
30,False,"{'a': 0.6, 'e': 0.6472646670780347}",25,0,-8.586285247426408,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
31,False,"{'a': 0.6, 'e': 0.6376281516217733}",25,6,-68.37830233707855,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
32,False,"{'a': 0.6, 'e': 0.6281351051896409}",30,16,-70.86858237477831,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
33,False,"{'a': 0.6, 'e': 0.6187833918061408}",20,6,-46.343015465464624,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 0}",1
34,False,"{'a': 0.6, 'e': 0.6095709072963093}",20,0,-51.187956260877996,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
35,False,"{'a': 0.6, 'e': 0.600495578812266}",20,0,-21.28621941593904,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
36,False,"{'a': 0.6, 'e': 0.5915553643668151}",20,0,-20.38251407707613,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
37,False,"{'a': 0.6, 'e': 0.5827482523739896}",20,10,-12.86789922747127,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
38,False,"{'a': 0.6, 'e': 0.5740722611964361}",30,3,6.033403604011866,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 0}",1
39,False,"{'a': 0.6, 'e': 0.5655254386995372}",20,0,-52.45299037456873,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
40,False,"{'a': 0.6, 'e': 0.5571058618121739}",30,6,26.498778103059735,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
41,False,"{'a': 0.6, 'e': 0.5488116360940265}",25,11,3.3944548503971013,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
42,False,"{'a': 0.6, 'e': 0.5406408953093166}",20,0,-67.73370540484483,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
43,False,"{'a': 0.6, 'e': 0.5325918010068972}",20,0,-75.13618022096499,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
44,False,"{'a': 0.6, 'e': 0.5246625421065929}",20,0,-121.32282470741532,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
45,False,"{'a': 0.6, 'e': 0.5168513344916993}",20,0,-62.94106305901554,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
46,False,"{'a': 0.6, 'e': 0.5091564206075492}",20,0,-87.75752508213976,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
47,False,"{'a': 0.6, 'e': 0.5015760690660556}",25,10,-67.05415881648932,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
48,False,"{'a': 0.6, 'e': 0.49410857425614174}",20,7,-58.9172907817116,"{0: 6, 1: 4, 2: 1, 3: 2, 4: 0}",1
49,False,"{'a': 0.6, 'e': 0.4867522559599717}",20,0,-62.026245993988276,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
50,False,"{'a': 0.6, 'e': 0.4795054589748941}",30,11,-18.871970895838636,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
51,False,"{'a': 0.6, 'e': 0.47236655274101474}",20,0,-33.841146732302846,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
52,False,"{'a': 0.6, 'e': 0.4653339309743134}",30,0,-57.28791368950436,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
53,False,"{'a': 0.6, 'e': 0.45840601130522357}",25,0,23.378566361194626,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
54,False,"{'a': 0.6, 'e': 0.4515812349225923}",20,0,-36.69316346879107,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
55,False,"{'a': 0.6, 'e': 0.44485806622294116}",25,13,-20.21127940590726,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
56,False,"{'a': 0.6, 'e': 0.4382349924649493}",20,0,-36.43100908086588,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
57,False,"{'a': 0.6, 'e': 0.43171052342907973}",20,0,-11.56346932198088,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
58,False,"{'a': 0.6, 'e': 0.42528319108227414}",25,0,-42.13603695928795,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
59,False,"{'a': 0.6, 'e': 0.418951549247639}",20,0,-20.410104396701485,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
60,False,"{'a': 0.6, 'e': 0.4127141732790497}",25,0,-22.230365489277098,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
61,False,"{'a': 0.6, 'e': 0.40656965974059917}",25,8,-2.536924478797992,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
62,False,"{'a': 0.6, 'e': 0.40051662609081884}",25,13,-13.630588115821919,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
63,False,"{'a': 0.6, 'e': 0.3945537103716012}",25,2,-115.66199880727004,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 3}",1
64,False,"{'a': 0.6, 'e': 0.38867957090175304}",25,0,-53.985496584467576,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
65,False,"{'a': 0.6, 'e': 0.38289288597511206}",30,0,-93.84122950325003,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 3}",0
66,False,"{'a': 0.6, 'e': 0.37719235356315695}",25,0,-70.67908180129056,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
67,False,"{'a': 0.6, 'e': 0.3715766910220457}",25,14,-2.2530450248433933,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
68,False,"{'a': 0.6, 'e': 0.3660446348040154}",20,0,-84.05359082976076,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
69,False,"{'a': 0.6, 'e': 0.3605949401730783}",25,5,-82.05954184825346,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
70,False,"{'a': 0.6, 'e': 0.35522638092495157}",20,15,4.936274965399457,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.6, 'e': 0.3499377491111554}",30,5,-9.423537824332813,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",1
72,False,"{'a': 0.6, 'e': 0.34472785476722023}",20,2,-39.948791345428766,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
73,False,"{'a': 0.6, 'e': 0.33959552564493917}",25,9,-33.15643842211964,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
74,False,"{'a': 0.6, 'e': 0.3345396069486076}",20,12,-52.212292290059516,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
75,False,"{'a': 0.6, 'e': 0.3295589610751891}",25,9,9.863029109747409,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
76,False,"{'a': 0.6, 'e': 0.32465246735834974}",20,12,10.734634722863232,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.6, 'e': 0.31981902181630395}",35,21,-24.43248101181329,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
78,False,"{'a': 0.6, 'e': 0.31505753690341337}",20,4,-4.003169372571196,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
79,False,"{'a': 0.6, 'e': 0.31036694126548503}",20,0,25.344902513807526,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
80,False,"{'a': 0.6, 'e': 0.30574617949871175}",20,9,-6.650396499832425,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
81,False,"{'a': 0.6, 'e': 0.30119421191220214}",20,5,12.356907992632806,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.6, 'e': 0.29671001429404537}",20,0,-58.99177598853226,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
83,False,"{'a': 0.6, 'e': 0.2922925776808594}",25,16,-7.520742050882149,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
84,False,"{'a': 0.6, 'e': 0.28794090813077033}",20,0,10.290901859101199,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
85,False,"{'a': 0.6, 'e': 0.2836540264997704}",30,0,-21.98471720992966,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",0
86,False,"{'a': 0.6, 'e': 0.2794309682214074}",20,10,5.037213219714213,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
87,False,"{'a': 0.6, 'e': 0.27527078308975234}",25,11,-17.31310735550275,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
88,False,"{'a': 0.6, 'e': 0.2711725350455999}",20,0,4.776692730596489,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
89,False,"{'a': 0.6, 'e': 0.26713530196585045}",20,6,-80.35193021488026,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 2}",1
90,False,"{'a': 0.6, 'e': 0.2631581754560287}",20,8,4.142793806350378,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.6, 'e': 0.25924026064589156}",25,0,-50.07401786807675,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
92,False,"{'a': 0.6, 'e': 0.25538067598807773}",25,18,6.748224313518035,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.6, 'e': 0.25157855305975657}",30,0,-64.10981989351696,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
94,False,"{'a': 0.6, 'e': 0.24783303636722875}",20,7,10.512307347281894,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.6, 'e': 0.2441432831534371}",25,0,18.550042125172826,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
96,False,"{'a': 0.6, 'e': 0.24050846320834215}",30,13,-10.639954097833407,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
97,False,"{'a': 0.6, 'e': 0.2369277586821218}",20,0,-27.173331163694566,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
98,False,"{'a': 0.6, 'e': 0.23340036390115138}",30,4,-113.87097783973124,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 3}",1
99,False,"{'a': 0.6, 'e': 0.22992548518672387}",20,0,10.077641484130021,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
100,False,"{'a': 0.6, 'e': 0.22650234067646882}",25,0,12.817723099829673,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
101,False,"{'a': 0.6, 'e': 0.22313016014842985}",20,13,13.405754694343116,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.6, 'e': 0.21980818484776174}",20,0,13.58640026390907,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
103,False,"{'a': 0.6, 'e': 0.21653566731600707}",20,7,0.7608465279090426,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
104,False,"{'a': 0.6, 'e': 0.21331187122291526}",20,0,-25.98856207090646,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
105,False,"{'a': 0.6, 'e': 0.21013607120076475}",30,6,1.4354555494486718,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
106,False,"{'a': 0.6, 'e': 0.20700755268115265}",25,11,-33.49045110352701,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
107,False,"{'a': 0.6, 'e': 0.20392561173421347}",25,0,12.11239938318673,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
108,False,"{'a': 0.6, 'e': 0.20088955491023208}",20,0,15.804064733230465,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
109,False,"{'a': 0.6, 'e': 0.1978986990836147}",20,12,-24.217710496156226,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
110,False,"{'a': 0.6, 'e': 0.19495237129918253}",30,16,-46.00890168301793,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
111,False,"{'a': 0.6, 'e': 0.19204990862075416}",20,10,9.034615116916347,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.6, 'e': 0.18919065798198204}",20,15,9.256696129689962,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.6, 'e': 0.18637397603941}",25,14,16.996360484089138,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.6, 'e': 0.18359922902771791}",30,1,-40.12865890503807,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 2}",1
115,False,"{'a': 0.6, 'e': 0.1808657926171221}",20,16,8.346533808623308,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.6, 'e': 0.17817305177289847}",25,1,-48.623966051186,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 2}",1
117,False,"{'a': 0.6, 'e': 0.1755204006169969}",20,1,-28.67522234733915,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
118,False,"{'a': 0.6, 'e': 0.17290724229171642}",30,10,-70.17674188820267,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
119,False,"{'a': 0.6, 'e': 0.17033298882540945}",25,18,15.888596000117424,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.6, 'e': 0.1677970610001859}",20,15,-0.19684753100236407,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.6, 'e': 0.1652988882215866}",20,12,-29.002859315244685,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
122,False,"{'a': 0.6, 'e': 0.162837908390197}",25,12,11.42024184951969,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.6, 'e': 0.1604135677751728}",20,16,7.421906848999484,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.6, 'e': 0.1580253208896478}",25,18,2.5421418009372827,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.6, 'e': 0.15567263036799733}",20,0,33.52774937282234,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
126,False,"{'a': 0.6, 'e': 0.15335496684492847}",20,14,8.7193341981447,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.6, 'e': 0.15107180883637086}",20,0,14.962206885622999,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
128,False,"{'a': 0.6, 'e': 0.1488226426221404}",20,5,0.4706289088178781,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
129,False,"{'a': 0.6, 'e': 0.14660696213035015}",20,0,-24.187208088838094,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
130,False,"{'a': 0.6, 'e': 0.144424268823542}",20,0,27.535567511191008,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
131,False,"{'a': 0.6, 'e': 0.1422740715865136}",30,17,-19.123215106411493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
132,False,"{'a': 0.6, 'e': 0.1401558866158154}",30,15,-11.196841739564013,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
133,False,"{'a': 0.6, 'e': 0.13806923731089282}",20,0,11.301941881980493,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.6, 'e': 0.13601365416684918}",20,1,9.556500398683424,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
135,False,"{'a': 0.6, 'e': 0.133988674668805}",25,0,7.988445578115513,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
136,False,"{'a': 0.6, 'e': 0.13199384318783022}",25,11,23.47979233013233,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.6, 'e': 0.13002871087842593}",30,0,-93.9744198977997,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 3}",0
138,False,"{'a': 0.6, 'e': 0.12809283557753207}",30,0,8.317502797446078,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
139,False,"{'a': 0.6, 'e': 0.12618578170503877}",25,0,29.26366806741769,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
140,False,"{'a': 0.6, 'e': 0.1243071201657794}",20,6,1.2533736208588515,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
141,False,"{'a': 0.6, 'e': 0.12245642825298192}",25,12,8.101361250941892,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.6, 'e': 0.12063328955315833}",20,13,15.474217217091448,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.6, 'e': 0.11883729385240967}",30,14,28.794890057730022,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.6, 'e': 0.11706803704412638}",25,13,24.032810136698924,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.6, 'e': 0.11532512103806253}",20,3,-56.126982514084595,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
146,False,"{'a': 0.6, 'e': 0.11360815367076377}",20,0,31.4403027785492,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
147,False,"{'a': 0.6, 'e': 0.11191674861732889}",20,11,16.828454936175866,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.6, 'e': 0.11025052530448523}",20,13,10.50059043018234,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.6, 'e': 0.10860910882495803}",25,0,26.700473469359572,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
150,False,"{'a': 0.6, 'e': 0.10699212985311449}",30,12,-5.023229202653507,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
151,False,"{'a': 0.6, 'e': 0.10539922456186435}",20,0,23.571660403518848,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
152,False,"{'a': 0.6, 'e': 0.10383003454079694}",20,6,25.292281097605482,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.6, 'e': 0.10228420671553749}",20,8,20.89823552941008,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.6, 'e': 0.10076139326830374}",20,0,27.089801907154044,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
155,False,"{'a': 0.6, 'e': 0.09926125155964566}",25,9,3.3924068413923214,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
156,False,"{'a': 0.6, 'e': 0.0977834440513501}",25,13,15.552930876110745,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.6, 'e': 0.09632763823049305}",20,14,14.372120898809397,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.6, 'e': 0.09489350653462313}",25,4,18.64973321245849,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.6, 'e': 0.09348072627805848}",25,13,21.371268487644336,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.6, 'e': 0.09208897957928121}",30,18,-22.091408118693984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
161,False,"{'a': 0.6, 'e': 0.09071795328941253}",20,15,9.199549311919668,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.6, 'e': 0.08936733892175319}",20,2,19.87343504662142,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.6, 'e': 0.08803683258237259}",25,6,15.469934950642365,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
164,False,"{'a': 0.6, 'e': 0.08672613490173116}",25,13,2.895815138415827,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
165,False,"{'a': 0.6, 'e': 0.08543495096732125}",20,9,20.95490844971033,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.6, 'e': 0.08416299025731037}",20,13,11.075589143591738,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.6, 'e': 0.08290996657517272}",30,0,-5.860220680370581,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
168,False,"{'a': 0.6, 'e': 0.08167559798529347}",30,10,36.808442482134595,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.6, 'e': 0.08045960674953244}",30,16,-13.38897736510892,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.6, 'e': 0.0792617192647316}",30,13,-24.22496078334874,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
171,False,"{'a': 0.6, 'e': 0.07808166600115318}",25,18,13.666288613475079,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.6, 'e': 0.07691918144183452}",20,8,9.50160687478488,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.6, 'e': 0.07577400402284548}",20,6,21.64615362983463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.6, 'e': 0.07464587607443561}",35,17,19.909605463132138,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.6, 'e': 0.07353454376305711}",30,12,36.5236062267961,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.6, 'e': 0.07243975703425147}",25,14,19.87111559511656,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.6, 'e': 0.0713612695563861}",25,13,19.686250300694756,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.6, 'e': 0.07029883866522849}",25,13,21.26251482626177,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.6, 'e': 0.069252225309346}",20,15,9.435212885807863,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.6, 'e': 0.06822119399631814}",20,8,-34.428567193277104,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
181,False,"{'a': 0.6, 'e': 0.0672055127397498}",30,16,27.34233647657814,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.6, 'e': 0.06620495300707324}",25,16,19.73977118000305,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.6, 'e': 0.06521928966812754}",20,15,10.779780442691091,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.6, 'e': 0.0642483009445031}",20,11,14.8696595337467,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
